Quality,Country,Year,Cases
Premium,Netherlands,2013,8250
Premium,Netherlands,2014,8500
Premium,Netherlands,2015,5750
Premium,Netherlands,2016,8950
Premium,DF Russia,1990,0
Premium,DF Russia,1991,0
Premium,DF Russia,1992,0
Premium,DF Russia,1993,0
Premium,DF Russia,1994,0
Premium,DF Russia,1995,0
Premium,DF Russia,1996,0
Premium,DF Russia,1997,0
Premium,DF Russia,1998,0
Premium,DF Russia,1999,0
Premium,DF Russia,2000,0
Premium,DF Russia,2001,1475
Premium,DF Russia,2002,1980
Premium,DF Russia,2003,2000
Premium,DF Russia,2004,2025
Premium,DF Russia,2005,2075
Premium,DF Russia,2006,1875
Premium,DF Russia,2007,1600
Premium,DF Russia,2008,1950
Premium,DF Russia,2009,3125
Premium,DF Russia,2010,4475
Premium,DF Russia,2011,7515
Premium,DF Russia,2012,8950
Premium,DF Russia,2013,9650
Premium,DF Russia,2014,8700
Premium,DF Russia,2015,6790
Premium,DF Russia,2016,8210
Premium,Australia,1990,0
Premium,Australia,1991,0
Premium,Australia,1992,0
Premium,Australia,1993,500
Premium,Australia,1994,500
Premium,Australia,1995,500
Premium,Australia,1996,1250
Premium,Australia,1997,1250
Premium,Australia,1998,1300
Premium,Australia,1999,2000
Premium,Australia,2000,2250
Premium,Australia,2001,2500
Premium,Australia,2002,2750
Premium,Australia,2003,3000
Premium,Australia,2004,4250
Premium,Australia,2005,3000
Premium,Australia,2006,3250
Premium,Australia,2007,3250
Premium,Australia,2008,3750
Premium,Australia,2009,3650
Premium,Australia,2010,3500
Premium,Australia,2011,2750
Premium,Australia,2012,3100
Premium,Australia,2013,5650
Premium,Australia,2014,4150
Premium,Australia,2015,4500
Premium,Australia,2016,7750
Premium,Portugal,1990,0
Premium,Portugal,1991,0
Premium,Portugal,1992,0
Premium,Portugal,1993,100
Premium,Portugal,1994,200
Premium,Portugal,1995,550
Premium,Portugal,1996,850
Premium,Portugal,1997,1450
Premium,Portugal,1998,2050
Premium,Portugal,1999,2500
Premium,Portugal,2000,2950
Premium,Portugal,2001,3500
Premium,Portugal,2002,3150
Premium,Portugal,2003,2800
Premium,Portugal,2004,3400
Premium,Portugal,2005,2470
Premium,Portugal,2006,2500
Premium,Portugal,2007,2500
Premium,Portugal,2008,2250
Premium,Portugal,2009,1950
Premium,Portugal,2010,2200
Premium,Portugal,2011,1250
Premium,Portugal,2012,1650
Premium,Portugal,2013,2200
Premium,Portugal,2014,3100
Premium,Portugal,2015,3450
Premium,Portugal,2016,7350
Premium,Mexico,1990,0
Premium,Mexico,1991,0
Premium,Mexico,1992,0
Premium,Mexico,1993,0
Premium,Mexico,1994,0
Premium,Mexico,1995,0
Premium,Mexico,1996,0
Premium,Mexico,1997,0
Premium,Mexico,1998,0
Premium,Mexico,1999,0
Premium,Mexico,2000,0
Premium,Mexico,2001,0
Premium,Mexico,2002,0
Premium,Mexico,2003,0
Premium,Mexico,2004,0
Premium,Mexico,2005,0
Premium,Mexico,2006,0
Premium,Mexico,2007,0
Premium,Mexico,2008,0
Premium,Mexico,2009,0
Premium,Mexico,2010,0
Premium,Mexico,2011,0
Premium,Mexico,2012,0
Premium,Mexico,2013,0
Premium,Mexico,2014,0
Premium,Mexico,2015,900
Premium,Mexico,2016,6800
Premium,Czech Republic,1990,0
Premium,Czech Republic,1991,0
Premium,Czech Republic,1992,0
Premium,Czech Republic,1993,0
Premium,Czech Republic,1994,0
Premium,Czech Republic,1995,0
Premium,Czech Republic,1996,0
Premium,Czech Republic,1997,0
Premium,Czech Republic,1998,0
Premium,Czech Republic,1999,0
Premium,Czech Republic,2000,650
Premium,Czech Republic,2001,750
Premium,Czech Republic,2002,1000
Premium,Czech Republic,2003,1240
Premium,Czech Republic,2004,1030
Premium,Czech Republic,2005,520
Premium,Czech Republic,2006,500
Premium,Czech Republic,2007,1050
Premium,Czech Republic,2008,1050
Premium,Czech Republic,2009,1250
Premium,Czech Republic,2010,6750
Premium,Czech Republic,2011,8150
Premium,Czech Republic,2012,6600
Premium,Czech Republic,2013,8750
Premium,Czech Republic,2014,9250
Premium,Czech Republic,2015,9000
Premium,Czech Republic,2016,6500
Premium,Poland,1990,0
Premium,Poland,1991,0
Premium,Poland,1992,0
Premium,Poland,1993,0
Premium,Poland,1994,0
Premium,Poland,1995,0
Premium,Poland,1996,0
Premium,Poland,1997,0
Premium,Poland,1998,0
Premium,Poland,1999,0
Premium,Poland,2000,0
Premium,Poland,2001,0
Premium,Poland,2002,0
Premium,Poland,2003,0
Premium,Poland,2004,0
Premium,Poland,2005,0
Premium,Poland,2006,500
Premium,Poland,2007,600
Premium,Poland,2008,3800
Premium,Poland,2009,2400
Premium,Poland,2010,2500
Premium,Poland,2011,3500
Premium,Poland,2012,4200
Premium,Poland,2013,4700
Premium,Poland,2014,6050
Premium,Poland,2015,5600
Premium,Poland,2016,5500
Premium,DF Australia,1990,0
Premium,DF Australia,1991,0
Premium,DF Australia,1992,0
Premium,DF Australia,1993,0
Premium,DF Australia,1994,0
Premium,DF Australia,1995,0
Premium,DF Australia,1996,0
Premium,DF Australia,1997,0
Premium,DF Australia,1998,0
Premium,DF Australia,1999,0
Premium,DF Australia,2000,800
Premium,DF Australia,2001,100
Premium,DF Australia,2002,750
Premium,DF Australia,2003,550
Premium,DF Australia,2004,1250
Premium,DF Australia,2005,1300
Premium,DF Australia,2006,1500
Premium,DF Australia,2007,2075
Premium,DF Australia,2008,2075
Premium,DF Australia,2009,3050
Premium,DF Australia,2010,2850
Premium,DF Australia,2011,3200
Premium,DF Australia,2012,4100
Premium,DF Australia,2013,4000
Premium,DF Australia,2014,3550
Premium,DF Australia,2015,3800
Premium,DF Australia,2016,4900
Premium,DF US/Canada,1990,3000
Premium,DF US/Canada,1991,3000
Premium,DF US/Canada,1992,3500
Premium,DF US/Canada,1993,3000
Premium,DF US/Canada,1994,3700
Premium,DF US/Canada,1995,3600
Premium,DF US/Canada,1996,3525
Premium,DF US/Canada,1997,3250
Premium,DF US/Canada,1998,3850
Premium,DF US/Canada,1999,4600
Premium,DF US/Canada,2000,4450
Premium,DF US/Canada,2001,4225
Premium,DF US/Canada,2002,2975
Premium,DF US/Canada,2003,2475
Premium,DF US/Canada,2004,2950
Premium,DF US/Canada,2005,2675
Premium,DF US/Canada,2006,3175
Premium,DF US/Canada,2007,4225
Premium,DF US/Canada,2008,4975
Premium,DF US/Canada,2009,2000
Premium,DF US/Canada,2010,3250
Premium,DF US/Canada,2011,4900
Premium,DF US/Canada,2012,3875
Premium,DF US/Canada,2013,3810
Premium,DF US/Canada,2014,6600
Premium,DF US/Canada,2015,4500
Premium,DF US/Canada,2016,4445
Premium,Austria,1990,0
Premium,Austria,1991,0
Premium,Austria,1992,0
Premium,Austria,1993,0
Premium,Austria,1994,0
Premium,Austria,1995,0
Premium,Austria,1996,0
Premium,Austria,1997,0
Premium,Austria,1998,250
Premium,Austria,1999,400
Premium,Austria,2000,350
Premium,Austria,2001,420
Premium,Austria,2002,630
Premium,Austria,2003,960
Premium,Austria,2004,960
Premium,Austria,2005,1430
Premium,Austria,2006,1870
Premium,Austria,2007,1920
Premium,Austria,2008,3100
Premium,Austria,2009,3070
Premium,Austria,2010,3300
Premium,Austria,2011,3350
Premium,Austria,2012,3550
Premium,Austria,2013,3650
Premium,Austria,2014,3100
Premium,Austria,2015,3800
Premium,Austria,2016,4250
Premium,DF Switzerland,1990,0
Premium,DF Switzerland,1991,0
Premium,DF Switzerland,1992,0
Premium,DF Switzerland,1993,0
Premium,DF Switzerland,1994,500
Premium,DF Switzerland,1995,500
Premium,DF Switzerland,1996,500
Premium,DF Switzerland,1997,750
Premium,DF Switzerland,1998,750
Premium,DF Switzerland,1999,750
Premium,DF Switzerland,2000,650
Premium,DF Switzerland,2001,645
Premium,DF Switzerland,2002,690
Premium,DF Switzerland,2003,745
Premium,DF Switzerland,2004,740
Premium,DF Switzerland,2005,665
Premium,DF Switzerland,2006,600
Premium,DF Switzerland,2007,500
Premium,DF Switzerland,2008,900
Premium,DF Switzerland,2009,650
Premium,DF Switzerland,2010,700
Premium,DF Switzerland,2011,1000
Premium,DF Switzerland,2012,1400
Premium,DF Switzerland,2013,2915
Premium,DF Switzerland,2014,3815
Premium,DF Switzerland,2015,3750
Premium,DF Switzerland,2016,3750
Premium,DF Gulf - (All Countries),1990,0
Premium,DF Gulf - (All Countries),1991,0
Premium,DF Gulf - (All Countries),1992,0
Premium,DF Gulf - (All Countries),1993,0
Premium,DF Gulf - (All Countries),1994,0
Premium,DF Gulf - (All Countries),1995,0
Premium,DF Gulf - (All Countries),1996,0
Premium,DF Gulf - (All Countries),1997,0
Premium,DF Gulf - (All Countries),1998,0
Premium,DF Gulf - (All Countries),1999,0
Premium,DF Gulf - (All Countries),2000,500
Premium,DF Gulf - (All Countries),2001,450
Premium,DF Gulf - (All Countries),2002,500
Premium,DF Gulf - (All Countries),2003,350
Premium,DF Gulf - (All Countries),2004,325
Premium,DF Gulf - (All Countries),2005,325
Premium,DF Gulf - (All Countries),2006,450
Premium,DF Gulf - (All Countries),2007,525
Premium,DF Gulf - (All Countries),2008,1250
Premium,DF Gulf - (All Countries),2009,1000
Premium,DF Gulf - (All Countries),2010,1175
Premium,DF Gulf - (All Countries),2011,1725
Premium,DF Gulf - (All Countries),2012,2365
Premium,DF Gulf - (All Countries),2013,6040
Premium,DF Gulf - (All Countries),2014,3060
Premium,DF Gulf - (All Countries),2015,3570
Premium,DF Gulf - (All Countries),2016,3720
Premium,DF France,1990,2000
Premium,DF France,1991,2500
Premium,DF France,1992,3000
Premium,DF France,1993,3250
Premium,DF France,1994,3000
Premium,DF France,1995,3950
Premium,DF France,1996,4625
Premium,DF France,1997,4875
Premium,DF France,1998,4700
Premium,DF France,1999,2505
Premium,DF France,2000,1235
Premium,DF France,2001,2090
Premium,DF France,2002,3135
Premium,DF France,2003,2235
Premium,DF France,2004,2065
Premium,DF France,2005,1985
Premium,DF France,2006,1715
Premium,DF France,2007,1790
Premium,DF France,2008,2140
Premium,DF France,2009,1850
Premium,DF France,2010,3000
Premium,DF France,2011,3375
Premium,DF France,2012,3825
Premium,DF France,2013,4000
Premium,DF France,2014,3935
Premium,DF France,2015,3685
Premium,DF France,2016,3685
Premium,Sweden,1990,100
Premium,Sweden,1991,200
Premium,Sweden,1992,1100
Premium,Sweden,1993,2100
Premium,Sweden,1994,2100
Premium,Sweden,1995,1500
Premium,Sweden,1996,1600
Premium,Sweden,1997,1700
Premium,Sweden,1998,2000
Premium,Sweden,1999,2250
Premium,Sweden,2000,3000
Premium,Sweden,2001,3150
Premium,Sweden,2002,3370
Premium,Sweden,2003,2850
Premium,Sweden,2004,2200
Premium,Sweden,2005,2100
Premium,Sweden,2006,2150
Premium,Sweden,2007,3200
Premium,Sweden,2008,2800
Premium,Sweden,2009,3400
Premium,Sweden,2010,4650
Premium,Sweden,2011,3600
Premium,Sweden,2012,3350
Premium,Sweden,2013,2500
Premium,Sweden,2014,3000
Premium,Sweden,2015,2000
Premium,Sweden,2016,3000
Premium,Belgium and Luxembourg,1990,0
Premium,Belgium and Luxembourg,1991,0
Premium,Belgium and Luxembourg,1992,0
Premium,Belgium and Luxembourg,1993,0
Premium,Belgium and Luxembourg,1994,0
Premium,Belgium and Luxembourg,1995,0
Premium,Belgium and Luxembourg,1996,0
Premium,Belgium and Luxembourg,1997,0
Premium,Belgium and Luxembourg,1998,0
Premium,Belgium and Luxembourg,1999,200
Premium,Belgium and Luxembourg,2000,400
Premium,Belgium and Luxembourg,2001,750
Premium,Belgium and Luxembourg,2002,1150
Premium,Belgium and Luxembourg,2003,1500
Premium,Belgium and Luxembourg,2004,2000
Premium,Belgium and Luxembourg,2005,2000
Premium,Belgium and Luxembourg,2006,1750
Premium,Belgium and Luxembourg,2007,1250
Premium,Belgium and Luxembourg,2008,1500
Premium,Belgium and Luxembourg,2009,2250
Premium,Belgium and Luxembourg,2010,2550
Premium,Belgium and Luxembourg,2011,3000
Premium,Belgium and Luxembourg,2012,3250
Premium,Belgium and Luxembourg,2013,4500
Premium,Belgium and Luxembourg,2014,3000
Premium,Belgium and Luxembourg,2015,2450
Premium,Belgium and Luxembourg,2016,3000
Premium,DF Spain,1990,0
Premium,DF Spain,1991,0
Premium,DF Spain,1992,0
Premium,DF Spain,1993,0
Premium,DF Spain,1994,1250
Premium,DF Spain,1995,1600
Premium,DF Spain,1996,1600
Premium,DF Spain,1997,1500
Premium,DF Spain,1998,3250
Premium,DF Spain,1999,1900
Premium,DF Spain,2000,1400
Premium,DF Spain,2001,1000
Premium,DF Spain,2002,550
Premium,DF Spain,2003,250
Premium,DF Spain,2004,250
Premium,DF Spain,2005,225
Premium,DF Spain,2006,750
Premium,DF Spain,2007,750
Premium,DF Spain,2008,1250
Premium,DF Spain,2009,1400
Premium,DF Spain,2010,1850
Premium,DF Spain,2011,2200
Premium,DF Spain,2012,2325
Premium,DF Spain,2013,1500
Premium,DF Spain,2014,1725
Premium,DF Spain,2015,1515
Premium,DF Spain,2016,2165
Premium,Ukraine,1990,0
Premium,Ukraine,1991,0
Premium,Ukraine,1992,0
Premium,Ukraine,1993,0
Premium,Ukraine,1994,0
Premium,Ukraine,1995,0
Premium,Ukraine,1996,0
Premium,Ukraine,1997,0
Premium,Ukraine,1998,0
Premium,Ukraine,1999,0
Premium,Ukraine,2000,0
Premium,Ukraine,2001,0
Premium,Ukraine,2002,0
Premium,Ukraine,2003,0
Premium,Ukraine,2004,0
Premium,Ukraine,2005,0
Premium,Ukraine,2006,0
Premium,Ukraine,2007,0
Premium,Ukraine,2008,1000
Premium,Ukraine,2009,700
Premium,Ukraine,2010,1250
Premium,Ukraine,2011,2750
Premium,Ukraine,2012,4250
Premium,Ukraine,2013,4750
Premium,Ukraine,2014,3050
Premium,Ukraine,2015,2050
Premium,Ukraine,2016,1750
Premium,Latvia,1990,0
Premium,Latvia,1991,0
Premium,Latvia,1992,0
Premium,Latvia,1993,0
Premium,Latvia,1994,0
Premium,Latvia,1995,0
Premium,Latvia,1996,0
Premium,Latvia,1997,0
Premium,Latvia,1998,0
Premium,Latvia,1999,0
Premium,Latvia,2000,0
Premium,Latvia,2001,0
Premium,Latvia,2002,120
Premium,Latvia,2003,200
Premium,Latvia,2004,150
Premium,Latvia,2005,250
Premium,Latvia,2006,500
Premium,Latvia,2007,550
Premium,Latvia,2008,750
Premium,Latvia,2009,150
Premium,Latvia,2010,100
Premium,Latvia,2011,850
Premium,Latvia,2012,860
Premium,Latvia,2013,1340
Premium,Latvia,2014,1370
Premium,Latvia,2015,1830
Premium,Latvia,2016,1750
Premium,Japan,1990,2250
Premium,Japan,1991,1750
Premium,Japan,1992,1750
Premium,Japan,1993,1500
Premium,Japan,1994,1350
Premium,Japan,1995,1200
Premium,Japan,1996,2400
Premium,Japan,1997,2300
Premium,Japan,1998,1600
Premium,Japan,1999,9350
Premium,Japan,2000,8550
Premium,Japan,2001,7400
Premium,Japan,2002,3300
Premium,Japan,2003,1500
Premium,Japan,2004,1200
Premium,Japan,2005,1210
Premium,Japan,2006,1450
Premium,Japan,2007,1700
Premium,Japan,2008,1700
Premium,Japan,2009,1700
Premium,Japan,2010,1950
Premium,Japan,2011,1700
Premium,Japan,2012,1950
Premium,Japan,2013,2400
Premium,Japan,2014,2300
Premium,Japan,2015,2650
Premium,Japan,2016,1750
Premium,DF Rest of Africa,1990,0
Premium,DF Rest of Africa,1991,0
Premium,DF Rest of Africa,1992,0
Premium,DF Rest of Africa,1993,0
Premium,DF Rest of Africa,1994,0
Premium,DF Rest of Africa,1995,0
Premium,DF Rest of Africa,1996,0
Premium,DF Rest of Africa,1997,0
Premium,DF Rest of Africa,1998,0
Premium,DF Rest of Africa,1999,0
Premium,DF Rest of Africa,2000,1725
Premium,DF Rest of Africa,2001,975
Premium,DF Rest of Africa,2002,475
Premium,DF Rest of Africa,2003,325
Premium,DF Rest of Africa,2004,225
Premium,DF Rest of Africa,2005,200
Premium,DF Rest of Africa,2006,275
Premium,DF Rest of Africa,2007,250
Premium,DF Rest of Africa,2008,950
Premium,DF Rest of Africa,2009,550
Premium,DF Rest of Africa,2010,1400
Premium,DF Rest of Africa,2011,1675
Premium,DF Rest of Africa,2012,1595
Premium,DF Rest of Africa,2013,1075
Premium,DF Rest of Africa,2014,1625
Premium,DF Rest of Africa,2015,1275
Premium,DF Rest of Africa,2016,1750
Premium,Finland,1990,0
Premium,Finland,1991,0
Premium,Finland,1992,0
Premium,Finland,1993,0
Premium,Finland,1994,50
Premium,Finland,1995,0
Premium,Finland,1996,0
Premium,Finland,1997,0
Premium,Finland,1998,250
Premium,Finland,1999,400
Premium,Finland,2000,1200
Premium,Finland,2001,1700
Premium,Finland,2002,2000
Premium,Finland,2003,1800
Premium,Finland,2004,1800
Premium,Finland,2005,1850
Premium,Finland,2006,2000
Premium,Finland,2007,2000
Premium,Finland,2008,1750
Premium,Finland,2009,1500
Premium,Finland,2010,1350
Premium,Finland,2011,1400
Premium,Finland,2012,1500
Premium,Finland,2013,1500
Premium,Finland,2014,1250
Premium,Finland,2015,1750
Premium,Finland,2016,1750
Premium,DF Turkey,1990,0
Premium,DF Turkey,1991,0
Premium,DF Turkey,1992,0
Premium,DF Turkey,1993,0
Premium,DF Turkey,1994,0
Premium,DF Turkey,1995,0
Premium,DF Turkey,1996,0
Premium,DF Turkey,1997,0
Premium,DF Turkey,1998,0
Premium,DF Turkey,1999,0
Premium,DF Turkey,2000,150
Premium,DF Turkey,2001,200
Premium,DF Turkey,2002,200
Premium,DF Turkey,2003,250
Premium,DF Turkey,2004,225
Premium,DF Turkey,2005,175
Premium,DF Turkey,2006,100
Premium,DF Turkey,2007,100
Premium,DF Turkey,2008,250
Premium,DF Turkey,2009,275
Premium,DF Turkey,2010,550
Premium,DF Turkey,2011,795
Premium,DF Turkey,2012,1010
Premium,DF Turkey,2013,1015
Premium,DF Turkey,2014,1125
Premium,DF Turkey,2015,975
Premium,DF Turkey,2016,1450
Premium,DF Czech Republic,1990,0
Premium,DF Czech Republic,1991,0
Premium,DF Czech Republic,1992,0
Premium,DF Czech Republic,1993,0
Premium,DF Czech Republic,1994,0
Premium,DF Czech Republic,1995,0
Premium,DF Czech Republic,1996,0
Premium,DF Czech Republic,1997,0
Premium,DF Czech Republic,1998,0
Premium,DF Czech Republic,1999,0
Premium,DF Czech Republic,2000,0
Premium,DF Czech Republic,2001,0
Premium,DF Czech Republic,2002,150
Premium,DF Czech Republic,2003,25
Premium,DF Czech Republic,2004,10
Premium,DF Czech Republic,2005,120
Premium,DF Czech Republic,2006,60
Premium,DF Czech Republic,2007,100
Premium,DF Czech Republic,2008,475
Premium,DF Czech Republic,2009,400
Premium,DF Czech Republic,2010,525
Premium,DF Czech Republic,2011,520
Premium,DF Czech Republic,2012,930
Premium,DF Czech Republic,2013,670
Premium,DF Czech Republic,2014,775
Premium,DF Czech Republic,2015,825
Premium,DF Czech Republic,2016,1350
Premium,DF Netherlands,1990,0
Premium,DF Netherlands,1991,0
Premium,DF Netherlands,1992,0
Premium,DF Netherlands,1993,0
Premium,DF Netherlands,1994,1450
Premium,DF Netherlands,1995,1975
Premium,DF Netherlands,1996,2225
Premium,DF Netherlands,1997,2225
Premium,DF Netherlands,1998,3975
Premium,DF Netherlands,1999,1590
Premium,DF Netherlands,2000,750
Premium,DF Netherlands,2001,750
Premium,DF Netherlands,2002,750
Premium,DF Netherlands,2003,575
Premium,DF Netherlands,2004,425
Premium,DF Netherlands,2005,400
Premium,DF Netherlands,2006,975
Premium,DF Netherlands,2007,1300
Premium,DF Netherlands,2008,1500
Premium,DF Netherlands,2009,2025
Premium,DF Netherlands,2010,2225
Premium,DF Netherlands,2011,1315
Premium,DF Netherlands,2012,1275
Premium,DF Netherlands,2013,970
Premium,DF Netherlands,2014,760
Premium,DF Netherlands,2015,950
Premium,DF Netherlands,2016,1310
Premium,Spain,1990,0
Premium,Spain,1991,0
Premium,Spain,1992,0
Premium,Spain,1993,0
Premium,Spain,1994,250
Premium,Spain,1995,250
Premium,Spain,1996,250
Premium,Spain,1997,250
Premium,Spain,1998,250
Premium,Spain,1999,250
Premium,Spain,2000,250
Premium,Spain,2001,250
Premium,Spain,2002,250
Premium,Spain,2003,250
Premium,Spain,2004,1750
Premium,Spain,2005,2000
Premium,Spain,2006,1500
Premium,Spain,2007,1500
Premium,Spain,2008,2250
Premium,Spain,2009,2500
Premium,Spain,2010,2000
Premium,Spain,2011,2000
Premium,Spain,2012,2000
Premium,Spain,2013,1500
Premium,Spain,2014,1250
Premium,Spain,2015,1500
Premium,Spain,2016,1300
Premium,DF Rest of Central & Eastern Europe,1990,0
Premium,DF Rest of Central & Eastern Europe,1991,0
Premium,DF Rest of Central & Eastern Europe,1992,0
Premium,DF Rest of Central & Eastern Europe,1993,0
Premium,DF Rest of Central & Eastern Europe,1994,0
Premium,DF Rest of Central & Eastern Europe,1995,0
Premium,DF Rest of Central & Eastern Europe,1996,0
Premium,DF Rest of Central & Eastern Europe,1997,0
Premium,DF Rest of Central & Eastern Europe,1998,0
Premium,DF Rest of Central & Eastern Europe,1999,0
Premium,DF Rest of Central & Eastern Europe,2000,0
Premium,DF Rest of Central & Eastern Europe,2001,850
Premium,DF Rest of Central & Eastern Europe,2002,575
Premium,DF Rest of Central & Eastern Europe,2003,440
Premium,DF Rest of Central & Eastern Europe,2004,450
Premium,DF Rest of Central & Eastern Europe,2005,475
Premium,DF Rest of Central & Eastern Europe,2006,525
Premium,DF Rest of Central & Eastern Europe,2007,525
Premium,DF Rest of Central & Eastern Europe,2008,850
Premium,DF Rest of Central & Eastern Europe,2009,825
Premium,DF Rest of Central & Eastern Europe,2010,1250
Premium,DF Rest of Central & Eastern Europe,2011,825
Premium,DF Rest of Central & Eastern Europe,2012,1050
Premium,DF Rest of Central & Eastern Europe,2013,855
Premium,DF Rest of Central & Eastern Europe,2014,975
Premium,DF Rest of Central & Eastern Europe,2015,1250
Premium,DF Rest of Central & Eastern Europe,2016,1300
Premium,DF Belgium/Luxembourg,1990,0
Premium,DF Belgium/Luxembourg,1991,0
Premium,DF Belgium/Luxembourg,1992,0
Premium,DF Belgium/Luxembourg,1993,0
Premium,DF Belgium/Luxembourg,1994,1950
Premium,DF Belgium/Luxembourg,1995,1700
Premium,DF Belgium/Luxembourg,1996,1750
Premium,DF Belgium/Luxembourg,1997,1725
Premium,DF Belgium/Luxembourg,1998,1400
Premium,DF Belgium/Luxembourg,1999,900
Premium,DF Belgium/Luxembourg,2000,425
Premium,DF Belgium/Luxembourg,2001,200
Premium,DF Belgium/Luxembourg,2002,690
Premium,DF Belgium/Luxembourg,2003,425
Premium,DF Belgium/Luxembourg,2004,300
Premium,DF Belgium/Luxembourg,2005,225
Premium,DF Belgium/Luxembourg,2006,475
Premium,DF Belgium/Luxembourg,2007,400
Premium,DF Belgium/Luxembourg,2008,375
Premium,DF Belgium/Luxembourg,2009,425
Premium,DF Belgium/Luxembourg,2010,225
Premium,DF Belgium/Luxembourg,2011,275
Premium,DF Belgium/Luxembourg,2012,460
Premium,DF Belgium/Luxembourg,2013,1050
Premium,DF Belgium/Luxembourg,2014,1575
Premium,DF Belgium/Luxembourg,2015,1210
Premium,DF Belgium/Luxembourg,2016,1295
Premium,Switzerland,1990,0
Premium,Switzerland,1991,0
Premium,Switzerland,1992,0
Premium,Switzerland,1993,0
Premium,Switzerland,1994,0
Premium,Switzerland,1995,0
Premium,Switzerland,1996,0
Premium,Switzerland,1997,0
Premium,Switzerland,1998,0
Premium,Switzerland,1999,50
Premium,Switzerland,2000,50
Premium,Switzerland,2001,50
Premium,Switzerland,2002,200
Premium,Switzerland,2003,250
Premium,Switzerland,2004,250
Premium,Switzerland,2005,250
Premium,Switzerland,2006,500
Premium,Switzerland,2007,500
Premium,Switzerland,2008,500
Premium,Switzerland,2009,700
Premium,Switzerland,2010,1050
Premium,Switzerland,2011,1050
Premium,Switzerland,2012,650
Premium,Switzerland,2013,1150
Premium,Switzerland,2014,1300
Premium,Switzerland,2015,1250
Premium,Switzerland,2016,1250
Premium,Italy,1990,0
Premium,Italy,1991,0
Premium,Italy,1992,0
Premium,Italy,1993,0
Premium,Italy,1994,500
Premium,Italy,1995,1000
Premium,Italy,1996,500
Premium,Italy,1997,1000
Premium,Italy,1998,1000
Premium,Italy,1999,1250
Premium,Italy,2000,1500
Premium,Italy,2001,2250
Premium,Italy,2002,3000
Premium,Italy,2003,3250
Premium,Italy,2004,3000
Premium,Italy,2005,3000
Premium,Italy,2006,2000
Premium,Italy,2007,2000
Premium,Italy,2008,500
Premium,Italy,2009,250
Premium,Italy,2010,250
Premium,Italy,2011,500
Premium,Italy,2012,750
Premium,Italy,2013,700
Premium,Italy,2014,950
Premium,Italy,2015,1200
Premium,Italy,2016,1250
Premium,Denmark,1990,0
Premium,Denmark,1991,0
Premium,Denmark,1992,0
Premium,Denmark,1993,0
Premium,Denmark,1994,0
Premium,Denmark,1995,0
Premium,Denmark,1996,0
Premium,Denmark,1997,0
Premium,Denmark,1998,250
Premium,Denmark,1999,300
Premium,Denmark,2000,250
Premium,Denmark,2001,200
Premium,Denmark,2002,200
Premium,Denmark,2003,200
Premium,Denmark,2004,200
Premium,Denmark,2005,250
Premium,Denmark,2006,250
Premium,Denmark,2007,250
Premium,Denmark,2008,200
Premium,Denmark,2009,200
Premium,Denmark,2010,200
Premium,Denmark,2011,500
Premium,Denmark,2012,750
Premium,Denmark,2013,350
Premium,Denmark,2014,250
Premium,Denmark,2015,440
Premium,Denmark,2016,1150
Premium,DF Portugal,1990,0
Premium,DF Portugal,1991,0
Premium,DF Portugal,1992,0
Premium,DF Portugal,1993,0
Premium,DF Portugal,1994,0
Premium,DF Portugal,1995,0
Premium,DF Portugal,1996,0
Premium,DF Portugal,1997,0
Premium,DF Portugal,1998,0
Premium,DF Portugal,1999,0
Premium,DF Portugal,2000,200
Premium,DF Portugal,2001,200
Premium,DF Portugal,2002,175
Premium,DF Portugal,2003,115
Premium,DF Portugal,2004,100
Premium,DF Portugal,2005,40
Premium,DF Portugal,2006,80
Premium,DF Portugal,2007,325
Premium,DF Portugal,2008,275
Premium,DF Portugal,2009,275
Premium,DF Portugal,2010,275
Premium,DF Portugal,2011,450
Premium,DF Portugal,2012,300
Premium,DF Portugal,2013,440
Premium,DF Portugal,2014,885
Premium,DF Portugal,2015,865
Premium,DF Portugal,2016,1150
Premium,DF Ukraine,1990,0
Premium,DF Ukraine,1991,0
Premium,DF Ukraine,1992,0
Premium,DF Ukraine,1993,0
Premium,DF Ukraine,1994,0
Premium,DF Ukraine,1995,0
Premium,DF Ukraine,1996,0
Premium,DF Ukraine,1997,0
Premium,DF Ukraine,1998,0
Premium,DF Ukraine,1999,0
Premium,DF Ukraine,2000,0
Premium,DF Ukraine,2001,0
Premium,DF Ukraine,2002,0
Premium,DF Ukraine,2003,0
Premium,DF Ukraine,2004,0
Premium,DF Ukraine,2005,0
Premium,DF Ukraine,2006,0
Premium,DF Ukraine,2007,0
Premium,DF Ukraine,2008,0
Premium,DF Ukraine,2009,0
Premium,DF Ukraine,2010,0
Premium,DF Ukraine,2011,0
Premium,DF Ukraine,2012,25
Premium,DF Ukraine,2013,750
Premium,DF Ukraine,2014,500
Premium,DF Ukraine,2015,740
Premium,DF Ukraine,2016,1075
Premium,DF Israel,1990,0
Premium,DF Israel,1991,0
Premium,DF Israel,1992,0
Premium,DF Israel,1993,0
Premium,DF Israel,1994,0
Premium,DF Israel,1995,0
Premium,DF Israel,1996,0
Premium,DF Israel,1997,0
Premium,DF Israel,1998,0
Premium,DF Israel,1999,0
Premium,DF Israel,2000,750
Premium,DF Israel,2001,800
Premium,DF Israel,2002,990
Premium,DF Israel,2003,735
