,Country,France,Italy,Portugal,Spain,Austria,Bel-Lux,Denmark,Finland,Germany,Greece,Ireland,Netherlands,Sweden,Switzerland,United Kingdom,Other WEM,Bulgaria,Croatia,Georgia,Hungary,Moldova,Romania,Russia,Ukraine,Other ECA,Australia,New Zealand,Canada,United States,Argentina,Brazil,Chile,Mexico,Uruguay,Other LAC,Algeria,Morocco,South Africa,Tunisia,Turkey,Other AME,China,Hong Kong,India,Japan,Korea,Malaysia,Philippines,Singapore,Taiwan,Thailand,Other Asia Pacific,Other,World,Unnamed: 55,Coeff. of variation,Unnamed: 57,Norway
21,1856.0,"34,248",0,0,232,0,0,0,0,"13,830",0,0,0,0,0,"43,105",0,0,0,0,0,0,0,0,0,0,"6,370",0,0,0,0,0,0,0,0,0,"17,877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0
22,1857.0,"62,844",0,0,"9,871",0,0,0,0,"13,093",0,0,0,0,0,"46,992",0,0,0,0,0,0,0,0,0,0,"7,197",0,0,0,0,0,0,0,0,0,"14,156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0
23,1858.0,"11,466",0,0,"1,949",0,0,0,0,"14,093",0,0,0,0,0,"26,329",0,0,0,0,0,0,0,0,0,0,"4,128",0,0,0,0,0,0,0,0,0,"24,506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0
24,1859.0,"12,873",0,0,269,0,0,0,0,"12,040",0,0,0,0,0,"37,257",0,0,0,0,0,0,0,0,0,0,"4,073",0,0,0,0,0,0,0,0,0,"33,355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0
25,1860.0,"18,331",0,0,"1,432","5,206",0,0,0,"10,525",0,0,0,0,0,"56,712",0,0,0,0,0,0,0,0,0,0,"3,025",0,0,0,0,0,0,0,0,0,"25,530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"568,538",0.0,1.0,0.0,0
26,1861.0,"25,174",0,0,"1,592","5,206",0,0,0,"12,087",0,0,0,0,0,"50,245",0,0,0,0,0,0,0,0,0,0,"2,728",0,0,0,0,0,0,0,0,0,"26,611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"472,158",0.0,1.0,0.0,0
27,1862.0,"12,131","16,120",0,893,"8,813",0,0,0,"12,088",0,0,0,0,0,"54,374",0,0,0,0,0,0,0,0,0,0,"3,314",0,0,0,0,0,0,0,0,0,"25,179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"484,430",0.0,1.0,0.0,0
28,1863.0,"10,288","18,577",0,"8,976","7,988",0,0,0,"13,343",0,0,0,0,0,"64,487",0,0,0,0,0,0,0,0,0,0,"1,467",0,0,0,0,0,0,0,0,0,"28,795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"533,173",0.0,1.0,0.0,0
29,1864.0,"12,010","28,062",0,"15,256","6,194",0,0,0,"11,832",0,0,0,0,0,"70,246",0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,"32,104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"537,341",0.0,1.0,0.0,0
30,1865.0,"9,962","22,069",0,"10,273","6,243",0,0,0,"16,983",0,0,0,0,0,"64,871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37,887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"566,412",0.0,1.0,0.0,0
31,1866.0,"8,189","20,394",63,"2,343","10,688",0,0,0,"19,705",0,0,0,0,0,"69,650",0,0,0,0,0,0,0,0,0,0,"2,426",0,0,0,0,0,0,0,0,0,"45,306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"612,113",0.0,1.0,0.0,0
32,1867.0,"20,394","16,843",61,"4,987","3,443",0,0,0,"21,374",0,0,0,0,0,"70,067",0,0,0,0,0,0,0,0,0,0,"1,108",0,0,0,0,0,0,0,0,0,"37,490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"570,741",0.0,1.0,0.0,0
33,1868.0,"39,502","9,962",54,"1,046","4,059",0,0,0,"21,945",0,0,0,0,0,"77,071",0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,"38,793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"652,632",0.0,1.0,0.0,0
34,1869.0,"37,817","12,077",61,"4,721","4,091",0,0,0,"27,745",0,0,0,0,0,"78,121",0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,"35,842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"644,513",0.0,1.0,0.0,0
35,1870.0,"12,661","7,482",51,205,"5,875",0,0,0,"41,503",0,0,0,0,0,"80,805",0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,"37,470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"611,873",0.0,1.0,0.0,0
36,1871.0,"14,776","5,813",62,274,"14,041",0,0,0,"32,797",0,0,0,0,0,"82,851",0,0,0,0,0,0,0,0,0,0,0,0,0,"41,071",0,0,0,0,0,0,"40,868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"698,510",0.0,1.0,0.0,0
37,1872.0,"51,844","4,240",100,290,"19,396",0,0,0,"47,251",0,0,0,0,0,"89,376",0,0,0,0,0,0,0,0,0,0,0,0,0,"36,764",0,0,0,0,0,0,"36,116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"747,309",0.0,1.0,0.0,0
38,1873.0,"64,380","15,264",76,197,"12,871",0,0,0,"81,087",0,0,0,0,0,"98,569",0,0,0,0,0,0,0,0,0,0,"2,355",0,0,"37,449",0,0,0,0,0,0,"25,805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"868,741",0.0,1.0,0.0,0
39,1874.0,"68,063","11,429",85,234,"9,113",0,0,0,"64,668",0,0,0,0,0,"82,897",0,0,0,0,0,0,0,0,0,0,"2,223",0,0,"36,022",0,0,0,0,0,0,"27,892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"704,454",0.0,1.0,0.0,0
40,1875.0,"29,183","5,420",83,324,"10,620",0,0,0,"69,038",0,0,0,0,0,"83,781",0,0,0,0,0,0,0,0,0,0,"1,893",0,0,"26,631",0,0,0,0,0,0,"33,342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"852,841",0.0,1.0,0.0,0
41,1876.0,"67,640","7,244",89,353,"9,116",0,0,0,"64,719",0,0,0,0,0,"90,697",0,0,0,0,0,0,0,0,0,0,0,0,0,"19,659","48,214",0,0,0,0,0,"35,879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"715,308",0.0,1.0,0.0,0
42,1877.0,"70,736","10,029",72,334,"9,236",0,0,0,"59,111",0,0,0,0,0,"88,961",0,0,0,0,0,0,0,0,0,0,"2,415",0,0,"18,671","65,018",0,0,0,0,0,"39,907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"772,431",0.0,1.0,0.0,0
43,1878.0,"160,291","4,201",114,473,"8,545",0,0,0,"56,397",0,0,0,0,0,"74,794",0,0,0,0,0,0,0,0,0,0,960,0,0,"16,317","54,413",0,0,0,0,0,"29,494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"893,460",0.0,1.0,0.0,0
44,1879.0,"293,811","2,918",273,533,"10,658",0,0,0,"106,332",0,0,0,0,0,"68,931",0,0,0,0,0,0,0,0,0,0,"1,927",0,0,"17,154","54,683",0,0,0,0,0,"36,238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,051,982",0.0,2.0,0.0,0
45,1880.0,"722,057","3,084",127,666,"2,986",0,0,0,"47,420",0,0,0,0,0,"79,036",0,0,0,0,0,0,0,0,0,0,0,0,0,"18,164","51,104",0,0,0,0,0,"30,481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,336,301",0.0,2.0,0.0,0
46,1881.0,"783,881","3,705",106,688,"3,020","19,800","3,362",0,"48,550",0,0,"9,400",0,"125,956","74,087",0,0,0,0,0,0,0,0,0,0,"1,227",0,0,"19,724","68,770",0,0,0,0,0,"38,769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,380,899",0.0,2.0,0.0,0
47,1882.0,"753,714","5,996",105,878,"3,941","19,800","3,392",0,"54,728",0,0,"9,400",0,"124,656","71,445",0,0,0,0,0,0,0,0,0,0,332,0,0,"21,302","51,104",0,0,0,0,0,"39,381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,410,244",0.0,2.0,0.0,0
48,1883.0,"897,979","4,585",0,"2,286","4,187","19,800","3,419",0,"56,158",0,0,"9,400",0,"123,426","70,736",0,0,0,0,0,0,0,0,0,0,"3,907",0,0,"31,688","62,863",0,0,0,0,0,"24,904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,554,657",0.0,2.0,0.0,0
49,1884.0,"812,987","11,506",0,923,"3,919","19,800","3,456",0,"58,436",0,0,"9,400",0,"122,196","68,669",0,0,0,0,0,0,0,0,0,0,635,0,0,"11,654","80,699",0,0,0,0,0,"17,886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,416,804",0.0,2.0,0.0,0
50,1885.0,"818,367","31,507",66,"2,218","3,034","19,800","3,498",0,"57,417",0,0,"9,400",0,"120,999","66,508",0,0,0,0,0,0,0,0,0,0,"3,499",0,0,"17,036","57,016",0,0,0,0,0,"39,519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,514,105",0.0,2.0,0.0,0
51,1886.0,"1,104,209","25,585",88,"3,251","2,468","18,300","3,541",0,"55,859",0,0,"8,900",0,"119,802","66,158",0,0,0,0,0,0,0,0,0,0,"2,039",0,0,"17,793","75,428",0,0,0,0,0,"31,251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,720,558",0.0,3.0,0.0,0
52,1887.0,"1,228,229","13,522",81,"1,889","2,178","19,200","3,579",0,"57,870",0,0,"10,000",0,"118,604","69,935",0,0,0,0,0,0,0,0,0,0,"2,999",0,0,"17,479","107,345",0,0,0,0,0,"15,471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,891,257",0.0,3.0,0.0,0
53,1888.0,"1,206,927","3,857",95,"2,195","2,571","20,200","3,611",0,"67,383",0,0,"8,800",0,"114,074","67,032",0,0,0,0,0,0,0,0,0,0,"1,256",0,0,"17,615","81,962",0,0,0,0,0,"13,346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,844,582",0.0,3.0,0.0,0
54,1889.0,"1,047,018","1,540",124,"2,390","2,342","20,400","3,642",0,"74,556",0,0,"9,000",0,"111,877","72,286",0,0,0,0,0,0,0,0,0,0,"3,426",0,0,"17,169","105,621",0,0,0,0,0,"12,394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,769,389",0.0,3.0,0.0,0
55,1890.0,"1,083,045","1,619",83,"1,710","4,009","21,500","3,670",0,"73,713",0,0,"9,300",0,"109,980","73,619",0,0,0,0,0,0,0,0,0,0,"1,444",0,0,"19,114","85,605",0,0,0,0,0,"11,153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,746,242",0.0,3.0,0.0,0
56,1891.0,"1,228,066","1,017",73,"1,418","5,136","25,000","3,698",0,"72,875",0,0,"9,200",0,"107,960","76,295",0,0,0,0,0,0,0,0,0,0,"1,356",0,0,"20,053","32,352",0,0,0,0,0,"12,469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,860,133",0.0,3.0,0.0,0
57,1892.0,"939,734",930,49,927,"53,026","23,800","3,723",0,"84,858",0,0,"9,200",0,"107,550","78,735",0,0,0,0,0,0,0,0,0,0,"1,764",0,0,"20,568","51,869",0,0,0,0,0,"10,772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,599,019",0.0,3.0,0.0,0
58,1893.0,"590,531","2,389",24,214,"122,214","21,100","3,750",0,"78,227",0,0,"9,300",0,"107,210","66,714",0,0,0,0,0,0,0,0,0,0,798,0,0,"21,185","69,408",0,0,0,0,0,"8,893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,281,008",0.0,2.0,0.0,0
59,1894.0,"449,634","5,684",28,249,"91,411","24,700","3,800",0,"73,099",0,0,"9,100",0,"111,010","65,318",0,0,0,0,0,0,0,0,0,0,0,0,0,"12,313","53,569",0,0,0,0,0,"6,075",0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,161,796",0.0,2.0,0.0,0
60,1895.0,"633,652","10,565",26,263,"81,293","26,400","3,700",0,"70,139",0,0,"9,100",0,"116,731","72,120",0,0,0,0,0,0,0,0,0,0,0,0,0,"11,559","65,306",0,0,0,0,0,"3,546",0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,378,347",0.0,2.0,0.0,0
61,1896.0,"881,443","12,301",25,244,"88,858","30,600","4,000",0,"66,798",0,0,"9,300",0,"90,187","75,898",0,0,0,0,0,0,0,0,0,0,966,0,0,"15,526","58,748",0,0,0,0,0,"5,360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,534,842",0.0,3.0,0.0,0
62,1897.0,"753,057","20,715",27,223,"144,059","25,800",400,0,"70,102",0,0,"9,000",0,"122,083","79,826",0,0,0,0,0,0,0,0,0,0,"2,238",0,0,"16,393","52,324",0,0,0,0,0,"4,341",0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,536,304",0.0,2.0,0.0,0
63,1898.0,"860,344","7,853",25,138,"142,000","26,100","4,200",0,"71,297",0,0,"9,200",0,"141,817","82,464",0,0,0,0,0,0,0,0,0,0,"1,888",0,0,"11,786","55,899",0,0,0,0,0,"3,021",0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,605,596",0.0,2.0,0.0,0
64,1899.0,"846,583","14,163",22,225,"140,000","28,200","4,400",0,"75,049",0,0,"9,200",0,"128,523","79,046",0,0,0,0,0,0,0,0,0,0,"1,620",0,0,"13,342","45,925",0,0,0,0,0,"2,482",0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,606,641",0.0,2.0,0.0,0
65,1900.0,"521,655","12,665",27,235,"138,000","33,449","4,400",0,"80,296",0,0,"9,063","2,940","25,952","76,392",0,0,0,0,0,0,0,0,0,0,"3,785",0,0,"14,179","45,377",0,0,0,0,0,"2,567",0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,265,138",0.0,2.0,0.0,0
66,1901.0,"370,809","18,512",33,290,"136,000","21,968","4,100",0,"79,830",0,0,"9,263","2,940","131,200","75,221",0,0,0,0,0,0,0,0,0,0,964,0,0,"16,609","44,947",0,0,0,0,0,"1,958",0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,080,397",0.0,2.0,0.0,0
67,1902.0,"444,692","13,492",30,308,"134,000","23,582","4,200",0,"75,979",0,0,"9,263","2,940","147,764","74,694",0,0,0,0,0,0,0,0,0,0,"1,004",0,0,"19,001","30,928",0,0,0,0,0,"2,191",0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,180,442",0.0,2.0,0.0,0
68,1903.0,"618,931","12,428",38,256,"132,000","27,496","4,000",0,"74,824",0,0,"9,163","2,940","196,952","66,876",0,0,0,0,0,0,0,0,0,0,824,0,0,"21,215","37,048",0,0,0,0,0,"1,532",0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,381,097",0.0,2.0,0.0,0
69,1904.0,"668,607","6,766",38,239,"130,000","25,611","3,900",0,"70,592",0,0,"8,963","2,940","110,893","56,131",0,0,0,0,0,0,0,0,0,0,557,0,0,"21,847","37,147",0,0,0,0,0,"1,522",0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,307,474",0.0,2.0,0.0,0
70,1905.0,"517,486","2,641",44,254,"128,000","30,625","3,800",0,"80,641",0,0,"11,180","2,940","206,300","57,876",0,0,0,0,0,0,0,0,0,0,499,0,0,"21,537","42,562",0,0,0,0,0,"1,675",0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,319,463",0.0,2.0,0.0,0
71,1906.0,"576,454","3,204",39,284,"126,000","35,440","3,800",0,"55,224",0,0,"10,500","2,940","63,550","59,569",0,0,0,0,0,0,0,0,0,0,515,0,0,"25,125","57,161",0,0,0,0,0,"1,768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,246,380",0.0,2.0,0.0,0
72,1907.0,"592,336","4,199",41,257,"124,000","32,188","4,100",0,"90,961",0,0,"10,270","2,940","128,520","59,912",0,0,0,0,0,0,0,0,0,0,524,0,0,"28,993","58,547",0,0,0,0,0,"1,735",0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,377,425",0.0,2.0,0.0,0
73,1908.0,"689,344","1,742",33,241,"122,000","25,741","6,400",0,"98,071",0,0,"9,450","2,940","142,330","53,995",0,0,0,0,0,0,0,0,0,0,538,0,0,"29,145","56,649",0,158,0,0,0,"1,513",0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,470,283",0.0,2.0,0.0,0
74,1909.0,"618,279","1,569",37,255,"120,000","33,775","2,600",29,"88,518",985,0,"9,950","2,940","154,830","56,074",1,319,0,0,"34,063",0,932,"8,644",0,0,596,672,"4,113","30,923","53,747",0,182,"9,624","12,394","40,914","1,617","4,409",428,195,0,"42,003",0,0,"1,787","1,879",98,0,"1,274",0,93,0,"6,081",0.0,"1,430,959",0.0,3.0,0.0,0
75,1910.0,"800,303","1,617",37,281,"118,000","47,252","3,600",29,"137,417",985,0,"12,290","2,940","168,360","62,430",1,319,0,0,"34,063",0,932,"8,644",0,0,494,672,"4,113","37,335","52,669","68,891",227,"9,624","12,394","40,914","2,551","4,409",428,220,0,"42,003",0,0,"1,787","1,879",98,0,"1,274",0,93,0,"6,081",0.0,"1,721,746",0.0,3.0,0.0,0
76,1911.0,"923,130","2,599",34,307,"116,000","19,954","3,800",29,"139,526",985,0,"10,510","2,940","136,090","57,146",1,319,0,0,"34,063",0,932,"8,644",0,0,554,672,"4,113","27,267","44,293","68,891",355,"9,624","12,394","40,914","2,551","4,409",428,106,0,"42,003",0,0,"1,787","1,879",98,0,"1,274",0,93,0,"6,081",0.0,"1,703,324",0.0,3.0,0.0,0
77,1912.0,"924,965","4,860",34,314,"114,000","29,616","3,800",29,"132,534",985,0,"12,230","3,050","144,650","55,422",1,319,0,0,"34,063",0,932,"8,644",0,0,698,672,"4,113","21,972","45,732","68,891",233,"9,624",0,"40,914","2,551","4,409",428,238,0,"42,003",0,0,"1,787","1,879",98,0,"1,274",0,93,0,"6,081",0.0,"1,805,577",0.0,3.0,0.0,0
78,1913.0,"760,955","3,314",37,292,"112,000","35,340","3,820",29,"130,398",985,0,"12,020","3,220","168,170","56,067",1,319,0,0,"34,063",0,932,"8,644",0,0,699,672,"4,113","25,148","40,207","68,891",0,"9,624",0,"40,914","2,551","4,409",428,220,0,"42,003",0,0,"1,787","1,879",98,0,"1,274",0,93,0,"6,081",0.0,"1,538,194",0.0,3.0,0.0,0
79,1914.0,"686,994","1,559",27,220,"110,000","17,388","2,734",0,0,0,0,"9,600","3,070","125,430","52,177",0,0,0,0,0,0,0,0,0,0,682,0,0,"28,179","27,463",0,0,0,0,0,"2,171",0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,274,347",0.0,3.0,0.0,0
80,1915.0,"840,319",592,19,241,"108,000","11,354","3,977",0,0,0,0,"8,050","3,070","105,180","50,711",0,0,0,0,0,0,0,0,0,0,454,0,0,"21,408","17,739",0,0,0,0,0,"1,790",0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,443,535",0.0,3.0,0.0,0
81,1916.0,"848,499","1,872",26,298,"106,000","4,482","5,946",0,0,0,0,"11,560","3,070","80,050","58,916",0,0,0,0,0,0,0,0,0,0,405,0,0,"20,280","11,558",0,0,0,0,0,"1,523",0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,279,336",0.0,3.0,0.0,0
82,1917.0,"1,044,248",470,30,380,"104,000","5,013",280,0,0,0,0,"3,550","3,070","114,450","47,157",0,0,0,0,0,0,0,0,0,0,302,0,0,"19,239","7,330",0,0,0,0,0,955,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,545,434",0.0,3.0,0.0,0
83,1918.0,"592,231",261,21,342,"102,000","1,731","7,409",0,0,0,0,"2,540","3,070","94,530","59,807",0,0,0,0,0,0,0,0,0,0,187,0,0,"12,619","4,825",0,0,0,0,0,773,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"1,071,619",0.0,3.0,0.0,0
